pid,sem,month_year,gpa,result,ECategory,Hobby,Hobby_level,Name,acadyear,stat,ssc,hsc,cet,diploma
198518,2.0,01-05-2022,8.25,1,hobbies,guitar and music,school,Simon Carvalho,2024-2025,regular,93.8,90.5,95.18,79.0
198519,2.0,01-05-2022,9.35,1,sports,"football,karate",district,Catherine Machado,2024-2025,regular,87.0,62.0,50.09576,79.0
198520,3.0,01-12-2023,0,0,sports,football,school,Catherine Machado,2024-2025,regular,70.2,80.8,96.0,79.0
198521,3.0,01-12-2023,8.65,1,games,athletics,school,Kiran Agarwal,2024-2025,regular,81.0,79.0,78.45,79.0
198522,3.0,01-12-2023,8.26,1,hobbies,football,school,Elizabeth Pinto,2024-2025,regular,91.0,67.7,78.9,79.0
198523,3.0,01-12-2023,7.39,1,sports,football,school,Rahul Trivedi,2024-2025,regular,90.6,85.17,82.709,79.0
198524,3.0,01-12-2023,6.65,1,sports,football,school,Varun Iyer,2024-2025,regular,88.4,76.5,73.5,79.0
198525,3.0,01-12-2023,7.7,1,sports,football,school,Stephen Carvalho,2024-2025,regular,60.8,53.1,72.6,79.0
198526,3.0,01-12-2023,9.13,1,sports,"running,relay",district,John Dias,2024-2025,regular,89.0,57.0,82.0,79.0
198527,3.0,01-12-2023,7.17,1,hobbies,drawing,school,Pooja Verma,2024-2025,regular,87.6,83.5,95.29215,79.0
198528,3.0,01-12-2023,7.09,1,sports,karate,state,Catherine D’Mello,2024-2025,regular,93.8,91.0,96.56482,79.0
198529,3.0,01-12-2023,8.78,1,games,running,school,Michael Menezes,2024-2025,regular,93.4,81.67,94.95202,79.0
198530,3.0,01-12-2023,6.22,1,sports,taekwondo,district,Rashid Baig,2024-2025,regular,83.4,71.3,78.2,79.0
198531,3.0,01-12-2023,7.22,rs1,games,cricket,school,David Gomes,2024-2025,regular,92.8,78.83,96.38449,79.0
198532,3.0,01-12-2023,0,0,hobbies,playing cricket ,district,Christopher D'Souza,2024-2025,regular,84.8,62.0,74.3,79.0
198533,3.0,01-12-2023,7.13,1,hobbies,playing cricket ,school,Catherine Noronha,2024-2025,regular,83.0,68.33,18.55747,79.0
198534,3.0,01-12-2023,7.96,1,sports,hockey,school,Anne Pereira,2024-2025,regular,93.8,72.33,77.82,79.0
198535,3.0,01-12-2023,9.22,1,hobbies,dance,school,Daniel Lobo,2024-2025,regular,82.0,89.17,89.92,79.0
198536,3.0,01-12-2023,7.52,1,sports,badminton,school,Rohit Malhotra,2024-2025,regular,76.2,68.5,91.6,79.0
198537,3.0,01-12-2023,7.65,"rs1 , 2",sports,karate silver medalist in local levels,school,Nikita Patel,2024-2025,regular,86.2,76.17,88.11403,79.0
198538,3.0,01-12-2023,9.35,1,games,played kabaddi at school levels,school,Thomas Fernandes,2024-2025,regular,75.0,57.0,34.8,79.0
198539,3.0,01-12-2023,8.04,1,hobbies,"drawing,football",school,Amit Verma,2024-2025,regular,97.2,86.7,96.9,79.0
198540,3.0,01-12-2023,8.83,1,sports,handball,district,Teresa Noronha,2024-2025,regular,87.4,66.0,82.70992,79.0
198541,3.0,01-12-2023,0,0,sports,cricket ,state,Nikita Nair,2024-2025,regular,81.4,83.17,96.17,79.0
198542,3.0,01-12-2023,9.87,1,hobbies,to help poor people,national,Catherine D’Costa,2024-2025,regular,92.8,83.0,92.8,79.0
198543,3.0,01-12-2023,6.83,"rs1 , 2",games,chess,school,Rohit Ghosh,2024-2025,regular,74.6,73.33,97.46,79.0
198544,3.0,01-12-2023,0,0,cultural,dancing,school,Thomas Monteiro,2024-2025,regular,80.4,62.67,62.9,79.0
198545,3.0,01-12-2023,7.87,1,hobbies,singing,state,Mary Fernandes,2024-2025,regular,85.2,65.67,92.59,79.0
198546,3.0,01-12-2023,6.39,rs2,others,mehendi,state,David Monteiro,2024-2025,regular,89.0,69.0,81.49,79.0
198547,3.0,01-12-2023,7.52,1,sports,handball,district,Vikram Bhatt,2024-2025,regular,93.8,78.67,85.87729,79.0
198548,3.0,01-12-2023,6.78,1,sports,handball,district,Margaret D'Souza,2024-2025,regular,86.4,89.83,95.50735,79.0
198549,3.0,01-12-2023,0,0,games,chess,school,Teresa Pinto,2024-2025,regular,89.4,82.5,97.387,79.0
198550,2.0,01-05-2021,8.05,1,cultural,dance,school,Manish Bhatt,2024-2025,regular,79.4,66.0,95.85,79.0
198551,1.0,01-12-2022,6.89,1,hobbies,singing,district,Sanjay Saxena,2024-2025,regular,73.0,52.67,46.20846,79.0
198552,1.0,01-12-2022,7.03,1,others,mehendi,district,Manish Trivedi,2024-2025,regular,88.2,74.0,69.0,79.0
198553,3.0,01-12-2022,8.61,1,games,chess,school,Rahul Chopra,2024-2025,regular,77.8,60.3,77.8,79.0
198554,3.0,01-12-2022,8.74,1,cultural,dance,school,Manish Kulkarni,2024-2025,regular,88.2,73.5,77.7,79.0
198555,3.0,01-12-2022,7.26,1,hobbies,singing,district,Catherine D’Costa,2024-2025,regular,88.8,87.0,95.2,79.0
198556,3.0,01-12-2022,9.74,1,others,mehendi,district,Francis Noronha,2024-2025,regular,91.2,84.83,56.95,79.0
198557,3.0,01-12-2022,7.74,1,games,chess,school,Rehan Baig,2024-2025,regular,79.8,58.8,96.7,79.0
198558,3.0,01-12-2022,7.61,1,cultural,dance,school,Ramesh Malhotra,2024-2025,regular,90.6,58.33,96.51,79.0
198559,3.0,01-12-2022,7.3,1,hobbies,singing,district,Manish Iyer,2024-2025,regular,68.8,55.5,64.65,79.0
198560,3.0,01-12-2022,9.91,1,others,mehendi,district,Vikram Saxena,2024-2025,regular,88.4,66.17,41.32,79.0
198561,3.0,01-12-2022,9.74,1,sports,district level qualified in boxing and swimming both,district,Peter D'Souza,2024-2025,regular,87.8,76.33,96.32584,79.0
198562,3.0,01-12-2022,9.22,1,hobbies,mixed martial arts,school,Neha Trivedi,2024-2025,regular,79.67,71.2,86.82,79.0
198563,3.0,01-12-2022,7.87,1,sports,kho-kho,school,Anne Lobo,2024-2025,regular,76.2,58.0,76.59,79.0
198564,3.0,01-12-2022,6.48,1,cultural,katthak completed 6 exams,school,Amit Verma,2024-2025,regular,88.6,79.5,89.1,79.0
198565,3.0,01-12-2022,9.13,1,hobbies,plays violin ,school,Joseph D’Costa,2024-2025,regular,88.4,66.5,73.88,79.0
198566,3.0,01-12-2022,9.04,1,hobbies,music,district,Bilal Baig,2024-2025,regular,94.2,78.8,88.8,79.0
198567,3.0,01-12-2022,7.43,1,sports,football,school,Neha Desai,2024-2025,regular,89.2,78.5,76.5,79.0
198568,3.0,01-12-2022,7.48,1,sports,squash player,school,Amit Trivedi,2024-2025,regular,88.0,70.0,93.2,79.0
198569,3.0,01-12-2022,9.78,1,cultural,tabla player,school,Nikita Chopra,2024-2025,regular,83.2,68.3,75.2,79.0
198570,3.0,01-12-2022,8.7,1,hobbies,listening music,school,Rajesh Kulkarni,2024-2025,regular,88.4,84.3,94.5,79.0
198571,3.0,01-12-2022,6.52,1,sports,football,district,Amit Malhotra,2024-2025,regular,81.3,61.3,67.5,79.0
198572,3.0,01-12-2022,7.48,1,sports,cricket,school,Manish Ghosh,2024-2025,regular,96.0,79.67,94.138,79.0
198573,3.0,01-12-2022,6.48,1,games,no,school,Simon Coelho,2024-2025,regular,82.6,82.0,81.93,79.0
198574,3.0,01-12-2022,8.13,1,cultural,tabla,school,Margaret Coelho,2024-2025,regular,82.59,65.83,90.43505,79.0
198575,3.0,01-12-2022,7.65,1,hobbies,no,school,Rohit Saxena,2024-2025,regular,80.2,70.62,90.43505,88.75
198576,3.0,01-12-2022,6.52,1,others,no,school,Deepak Saxena,2024-2025,regular,87.4,0.0,90.43505,85.6
198577,3.0,01-12-2022,9.74,1,sports,soccer,school,Joseph D’Mello,2024-2025,regular,91.2,0.0,90.43505,85.6
198578,3.0,01-12-2022,7.74,1,cultural,drumming ,school,Aarav Trivedi,2024-2025,regular,85.4,0.0,90.43505,84.06
198579,3.0,01-12-2022,8.96,1,sports,cricket,school,Meera Verma,2024-2025,regular,81.4,0.0,90.43505,86.0
198580,3.0,01-12-2022,8.43,1,cultural,tabla,school,Varun Saxena,2024-2025,regular,85.0,0.0,90.43505,88.74
198581,3.0,01-12-2022,8.96,1,sports,cricket,school,Varun Reddy,2024-2025,regular,64.6,0.0,90.43505,89.83
198582,3.0,01-12-2022,5.91,1,cultural,tabla,school,Sanjay Bansal,2024-2025,regular,93.2,0.0,90.43505,89.6
198583,3.0,01-12-2022,7.43,1,hobbies,"dancing,drawing",school,Nadia Hussain,2024-2025,regular,76.6,0.0,90.43505,84.51
198584,3.0,01-12-2022,7.96,1,sports,football,school,Joseph Dias,2024-2025,regular,86.2,0.0,90.43505,88.35
198585,3.0,01-12-2022,8.83,1,hobbies,games ,school,Kavita Pandey,2024-2025,regular,86.8,0.0,90.43505,83.76
198586,3.0,01-12-2022,6.35,1,sports,cricket,school,Joseph Lobo,2024-2025,regular,71.0,0.0,90.43505,89.94
198587,3.0,01-12-2022,6.57,1,games,carrom,school,Sana Nawaz,2024-2025,regular,79.2,0.0,90.43505,83.7
198588,4.0,01-12-2023,0,0,cultural,elocutiondramamonoact,district,Rahul Bhatt,2024-2025,regular,68.0,0.0,90.43505,83.77
198589,4.0,01-12-2023,0,0,others,dance,school,Neha Iyer,2024-2025,regular,92.2,0.0,90.43505,85.08
198590,4.0,01-12-2023,6.33,1,cultural,singing and dance and acting,school,Sanjay Sharma,2024-2025,regular,78.8,0.0,90.43505,86.17
198591,4.0,01-12-2023,6.46,1,hobbies,"playing the guitar, ukulele and drums",school,Joseph Rodrigues,2024-2025,regular,90.8,0.0,90.43505,90.47
198592,4.0,01-12-2023,5.75,1,hobbies,play guitar,school,Meera Agarwal,2024-2025,regular,90.2,0.0,90.43505,86.23
198593,4.0,01-12-2023,5.67,1,sports,cricket,school,Daniel Dias,2024-2025,regular,87.8,0.0,90.43505,88.75
198594,4.0,01-12-2023,5.21,1,hobbies,drawing,school,Amit Bhatt,2024-2025,regular,82.0,0.0,90.43505,92.0
198595,4.0,01-12-2023,5.88,1,others,guitar,school,Kavita Kulkarni,2024-2025,regular,91.8,0.0,90.43505,88.86
198596,4.0,01-12-2023,0,0,sports,football,school,Catherine Fernandes,2024-2025,regular,91.8,0.0,90.43505,88.86
198597,4.0,01-12-2023,6.42,1,hobbies,karate,school,Nadia Syed,2024-2025,regular,91.8,0.0,90.43505,88.86
198598,4.0,01-12-2023,6.29,1,others,band,school,Lucas Sequeira,2024-2025,regular,91.8,0.0,90.43505,88.86
198599,4.0,01-12-2023,6.54,1,others,band,school,Simon Castro,2024-2025,regular,91.8,0.0,90.43505,88.86
198600,1.0,01-12-2022,0,0,sports,cricket,school,Paul Sequeira,2024-2025,regular,91.8,0.0,90.43505,88.86
198601,1.0,01-12-2022,7.64,1,sports,"volleyball,handball ",state,Rohit Desai,2024-2025,regular,91.8,0.0,90.43505,88.86
198602,1.0,01-12-2022,7.39,1,games,high jump,district,Michael Pinto,2024-2025,regular,91.8,0.0,90.43505,88.86
198603,1.0,01-12-2022,7.44,1,cultural,science skit,school,Simon Monteiro,2024-2025,regular,91.8,0.0,90.43505,88.86
198604,1.0,01-12-2022,0,0,hobbies,"reading books,playing games",school,Rajesh Chopra,2024-2025,regular,91.8,0.0,90.43505,88.86
198605,1.0,01-12-2022,8.22,1,others,love computer science and coding,national,Teresa Monteiro,2024-2025,regular,91.8,0.0,90.43505,88.86
198606,1.0,01-12-2022,0,0,sports,none,school,Mary Castro,2024-2025,regular,91.8,0.0,90.43505,88.86
198607,1.0,01-12-2022,5.39,1,games,none,school,Ayesha Qureshi,2024-2025,regular,91.8,0.0,90.43505,88.86
198608,1.0,01-12-2022,0,0,cultural,none,school,Nikita Kulkarni,2024-2025,regular,91.8,0.0,90.43505,88.86
198609,2.0,01-05-2022,0,0,hobbies,"listening songs, cycling ",school,Anjali Kulkarni,2024-2025,regular,91.8,0.0,90.43505,88.86
198610,4.0,01-12-2023,6.63,1,sports,football,school,Christopher Sequeira,2024-2025,regular,91.8,0.0,90.43505,88.86
198611,4.0,01-12-2023,5.83,1,games,none,school,Simon Coelho,2024-2025,regular,91.8,0.0,90.43505,88.86
198612,4.0,01-12-2023,6.71,1,cultural,none,school,Anne Lobo,2024-2025,regular,91.8,0.0,90.43505,88.86
198613,4.0,01-12-2023,6.42,1,hobbies,none,school,Rohit Kulkarni,2024-2025,regular,91.8,0.0,90.43505,88.86
198614,4.0,01-12-2023,0,0,others,none,school,Margaret Sequeira,2024-2025,regular,91.8,0.0,90.43505,88.86
198615,4.0,01-12-2023,5.75,1,sports,basketball,school,Kavita Patel,2024-2025,regular,91.8,0.0,90.43505,88.86
198616,1.0,01-12-2022,6.5,1,cultural,dancing,school,Khalid Wahid,2024-2025,regular,91.8,0.0,90.43505,88.86
198617,1.0,01-12-2022,0,0,hobbies,drawing,school,David Pereira,2024-2025,regular,91.8,0.0,90.43505,88.86
198618,1.0,01-12-2022,7.61,1,sports,t-20 cricket tournament hosted by n.l. dalmia high school ,school,Anjali Iyer,2024-2025,regular,91.8,0.0,90.43505,88.86
198619,1.0,01-12-2022,0,0,sports,hockey,district,Deepak Malhotra,2024-2025,regular,91.8,0.0,90.43505,88.86
198620,1.0,01-12-2022,9.67,1,games,basketball,school,Manish Saxena,2024-2025,regular,91.8,0.0,90.43505,88.86
198621,4.0,01-12-2023,0,0,cultural,singing,school,Margaret Fernandes,2024-2025,regular,91.8,0.0,90.43505,88.86
198622,1.0,01-12-2022,0,0,hobbies,guitar,school,Peter Monteiro,2024-2025,regular,91.8,0.0,90.43505,88.86
198623,1.0,01-12-2022,8.92,1,others,-,school,Kavita Kulkarni,2024-2025,regular,91.8,0.0,90.43505,88.86
198624,1.0,01-12-2022,8.78,1,sports,carrom,school,Anjali Desai,2024-2025,regular,91.8,0.0,90.43505,88.86
198625,1.0,01-12-2022,7.47,1,games,fencing ,district,Varun Ghosh,2024-2025,regular,91.8,0.0,90.43505,88.86
198626,1.0,01-12-2022,7.08,1,cultural,dance,school,Meera Patel,2024-2025,regular,91.8,0.0,90.43505,88.86
198627,1.0,01-12-2022,0,0,hobbies,dance,school,Anthony Carvalho,2024-2025,regular,91.8,0.0,90.43505,88.86
198628,4.0,01-12-2023,6,1,others,painting ,school,Peter Noronha,2024-2025,regular,91.8,0.0,90.43505,88.86
198629,4.0,01-12-2023,4.92,f,cultural,annual days,school,Peter Sequeira,2024-2025,regular,91.8,0.0,90.43505,88.86
198630,4.0,01-12-2023,0,0,hobbies,dancing,school,Shabana Ansari,2024-2025,regular,91.8,0.0,90.43505,88.86
198631,4.0,01-12-2023,0,0,sports,"throw ball,kabaddi",school,Farhan Khan,2024-2025,regular,91.8,0.0,90.43505,88.86
198632,4.0,01-12-2023,0,0,others,martial arts,district,Ramesh Pandey,2024-2025,regular,91.8,0.0,90.43505,88.86
198633,4.0,01-12-2023,7.63,1,sports,football,school,Deepak Agarwal,2024-2025,regular,91.8,0.0,90.43505,88.86
198634,4.0,01-12-2023,7.67,1,cultural,dancing,school,Margaret Noronha,2024-2025,regular,91.8,0.0,90.43505,88.86
198635,4.0,01-12-2023,5.63,1,cultural,dancing,school,Mary Menezes,2024-2025,regular,91.8,0.0,90.43505,88.86
198636,1.0,01-12-2022,0,0,hobbies,"reading,watching movies,listening to music",school,Neha Iyer,2024-2025,regular,91.8,0.0,90.43505,88.86
198637,1.0,01-12-2022,7.28,1,sports,cricket,school,Kiran Desai,2024-2025,regular,91.8,0.0,90.43505,88.86
198638,1.0,01-12-2022,9.61,1,games,cricket,school,Imran Wahid,2024-2025,regular,91.8,0.0,90.43505,88.86
198639,1.0,01-12-2022,7.17,1,cultural,drama,school,Kavita Iyer,2024-2025,regular,91.8,0.0,90.43505,88.86
198640,1.0,01-12-2022,0,0,hobbies,reading,school,Zaid Kazmi,2024-2025,regular,91.8,0.0,90.43505,88.86
198641,1.0,01-12-2022,6.39,1,others,abacus maths,state,Kiran Saxena,2024-2025,regular,91.8,0.0,90.43505,88.86
198642,1.0,01-12-2022,8.67,1,hobbies,"reading,",school,Omar Khan,2024-2025,regular,91.8,0.0,90.43505,88.86
198643,1.0,01-12-2022,0,0,hobbies,singing,school,David D’Costa,2024-2025,regular,91.8,0.0,90.43505,88.86
198644,1.0,01-12-2022,0,0,sports,football,school,Joseph Pereira,2024-2025,regular,91.8,0.0,90.43505,88.86
198645,1.0,01-12-2022,7.72,1,games,snooker,school,Daniel Fernandes,2024-2025,regular,91.8,0.0,90.43505,88.86
198646,1.0,01-12-2022,8.25,1,cultural,drama,school,Khalid Shaikh,2024-2025,regular,91.8,0.0,90.43505,88.86
198647,1.0,01-12-2022,7.08,1,sports,"volleyball (participated in 10th standard), represented school team(navy children school)participated in volleyball summer camps conducted by the indian navy thrice(won twice for best performance u-16)",school,Naseem Hussain,2024-2025,regular,91.8,0.0,90.43505,88.86
198648,1.0,01-12-2022,0,0,sports,no,school,Stephen Almeida,2024-2025,regular,91.8,0.0,90.43505,88.86
198649,1.0,01-12-2022,7.72,1,games,no,school,Anjali Ghosh,2024-2025,regular,91.8,0.0,90.43505,88.86
198650,1.0,01-12-2022,9.11,1,cultural,no,school,Kavita Mehta,2024-2025,regular,91.8,0.0,90.43505,88.86
198651,1.0,01-12-2022,7.39,1,hobbies,no,school,Anne Fernandes,2024-2025,regular,91.8,0.0,90.43505,88.86
198652,1.0,01-12-2022,0,0,others,no,school,Manish Trivedi,2024-2025,regular,91.8,0.0,90.43505,88.86
198653,3.0,01-05-2023,0,0,cultural,bharat natyam,school,Khalid Hussain,2024-2025,regular,91.8,0.0,90.43505,88.86
198654,3.0,01-05-2023,6.3,1,hobbies,drawing and reading,school,Kiran Bhatt,2024-2025,regular,91.8,0.0,90.43505,88.86
198655,1.0,01-12-2022,0,0,sports,no,school,Vikram Ghosh,2024-2025,regular,91.8,0.0,90.43505,88.86
198656,1.0,01-12-2022,0,0,games,no,school,Francis Carvalho,2024-2025,regular,91.8,0.0,90.43505,88.86
198657,1.0,01-12-2022,7.67,1,cultural,no,school,Kiran Trivedi,2024-2025,regular,91.8,0.0,90.43505,88.86
198658,3.0,01-05-2023,0,0,hobbies,swimming,school,Manish Verma,2024-2025,regular,91.8,0.0,90.43505,88.86
198659,3.0,01-05-2023,6.17,1,sports,table tennis sub junior boys quater finalists,district,Anthony Gomes,2024-2025,regular,91.8,0.0,90.43505,88.86
198660,1.0,01-12-2022,8.17,1,games,table tennis participation,state,Pooja Malhotra,2024-2025,regular,91.8,0.0,90.43505,88.86
198661,1.0,01-12-2022,8.06,1,games,chess,school,Meera Saxena,2024-2025,regular,91.8,0.0,90.43505,88.86
198662,1.0,01-12-2022,0,0,sports,basketball ,school,Manish Kulkarni,2024-2025,regular,91.8,0.0,90.43505,88.86
198663,1.0,01-12-2022,6.94,1,sports,swimming,state,Joseph Dias,2024-2025,regular,91.8,0.0,90.43505,88.86
198664,3.0,01-05-2023,0,0,games,chess,district,Pooja Iyer,2024-2025,regular,91.8,0.0,90.43505,88.86
198665,3.0,01-05-2023,0,0,sports,chess,school,Simon Machado,2024-2025,regular,91.8,0.0,90.43505,88.86
198666,1.0,01-12-2022,0,0,sports,carrom competition (singles),school,Margaret Gomes,2024-2025,regular,91.8,0.0,90.43505,88.86
198667,1.0,01-12-2022,7.44,1,games,chess competition,school,Teresa Sequeira,2024-2025,regular,91.8,0.0,90.43505,88.86
198668,3.0,01-05-2023,0,0,hobbies,drawing and painting,school,Catherine Dias,2024-2025,regular,91.8,0.0,90.43505,88.86
198669,3.0,01-05-2023,0,0,sports,volleyball,district,Catherine Gomes,2024-2025,regular,91.8,0.0,90.43505,88.86
198670,3.0,01-05-2023,0,0,games,volleyball,district,Paul Lobo,2024-2025,regular,91.8,0.0,90.43505,88.86
198671,3.0,01-05-2023,6.17,1,cultural,social service,school,Lucas D'Souza,2024-2025,regular,91.8,0.0,90.43505,88.86
198672,3.0,01-05-2023,6.52,1,hobbies,"playing volleyball,football,cricket,table tenis",district,Mary D’Costa,2024-2025,regular,91.8,0.0,90.43505,88.86
198673,1.0,01-12-2022,0,0,sports,"playing volleyball,football,cricket,table tenis",school,Neha Reddy,2024-2025,regular,91.8,0.0,90.43505,88.86
198674,1.0,01-12-2022,0,0,games,"carrom competition (singles), chess competition",school,Christopher Carvalho,2024-2025,regular,91.8,0.0,90.43505,88.86
198675,1.0,01-12-2022,7.89,1,hobbies,"drawing, painting and sketching",school,Sneha Kulkarni,2024-2025,regular,91.8,0.0,90.43505,88.86
198676,1.0,01-12-2022,0,0,sports,participated in running competition and cricket matches,school,Daniel Almeida,2024-2025,regular,91.8,0.0,90.43505,88.86
198677,1.0,01-12-2022,8.89,1,sports,kabaddi,school,John Pereira,2024-2025,regular,91.8,0.0,90.43505,88.86
198678,1.0,01-12-2022,8.56,1,cultural,"dance,singing",school,Thomas Carvalho,2024-2025,regular,91.8,0.0,90.43505,88.86
198679,1.0,01-12-2022,8.86,1,hobbies,painting,school,Nikita Bhatt,2024-2025,regular,91.8,0.0,90.43505,88.86
198680,3.0,01-05-2023,6.04,1,games,shot put,school,Anne Noronha,2024-2025,regular,91.8,0.0,90.43505,88.86
198681,3.0,01-05-2023,5.87,1,hobbies,drawing,school,Mary Gomes,2024-2025,regular,91.8,0.0,90.43505,88.86
198682,3.0,01-05-2023,0,0,sports,football,school,Peter Sequeira,2024-2025,regular,91.8,0.0,90.43505,88.86
198683,3.0,01-05-2023,0,0,cultural,dance,school,Stephen Rodrigues,2024-2025,regular,91.8,0.0,90.43505,88.86
198684,1.0,01-12-2022,0,0,sports,football,school,Pooja Malhotra,2024-2025,regular,91.8,0.0,90.43505,88.86
198685,1.0,01-12-2022,7,1,cultural,dance,school,Anne Noronha,2024-2025,regular,91.8,0.0,90.43505,88.86
198686,1.0,01-12-2022,10,1,sports,"volleyball, throwball",district,Francis Lobo,2024-2025,regular,91.8,0.0,90.43505,88.86
198687,1.0,01-12-2022,8.97,1,games,"volleyball,throwball",district,Rajesh Reddy,2024-2025,regular,91.8,0.0,90.43505,88.86
198688,1.0,01-12-2022,0,0,cultural,social service,school,Paul Menezes,2024-2025,regular,91.8,0.0,90.43505,88.86
198689,1.0,01-12-2022,7.61,1,hobbies,"playing volleyball,football,throwball,handball,cricket,table tenis,carom",school,Kavita Nair,2024-2025,regular,91.8,0.0,90.43505,88.86
198690,1.0,01-12-2022,8.31,1,sports,"volleyball, throwball",district,Neha Reddy,2024-2025,regular,91.8,0.0,90.43505,88.86
198691,1.0,01-12-2022,7.47,1,games,"volleyball,throwball",district,Shabana Chaudhry,2024-2025,regular,91.8,0.0,90.43505,88.86
198692,1.0,01-12-2022,0,0,cultural,social service,school,Anne Machado,2024-2025,regular,91.8,0.0,90.43505,88.86
198693,1.0,01-12-2022,0,0,hobbies,"playing volleyball,football,throwball,handball,cricket,table tenis,carom",school,Nikita Pandey,2024-2025,regular,91.8,0.0,90.43505,88.86
198694,1.0,01-12-2022,6.69,1,others,paper presentation,state,Daniel Menezes,2024-2025,regular,91.8,0.0,90.43505,88.86
198695,1.0,01-12-2022,9.22,1,games,running ,school,Amit Pandey,2024-2025,regular,91.8,0.0,90.43505,88.86
198696,1.0,01-12-2022,0,0,hobbies,drawing ,school,Farhan Shaikh,2024-2025,regular,91.8,0.0,90.43505,88.86
198697,1.0,01-12-2022,0,0,games,running ,school,Lucas D’Mello,2024-2025,regular,91.8,0.0,90.43505,88.86
198698,5.0,01-12-2023,7.43,1,hobbies,drawing ,school,Vikram Kulkarni,2024-2025,regular,91.8,0.0,90.43505,88.86
198699,4.0,01-05-2024,7.68,1,games,running ,school,Anne Almeida,2024-2025,regular,91.8,0.0,90.43505,88.86
198700,4.0,01-05-2024,7.31,1,hobbies,drawing ,school,Peter Dias,2024-2025,regular,91.8,0.0,90.43505,88.86
198701,4.0,01-05-2024,0,0,sports,kabbadi,school,Joseph Fernandes,2024-2025,regular,91.8,0.0,90.43505,88.86
198702,3.0,01-12-2022,8.26,1,hobbies,drawing,school,Sneha Saxena,2024-2025,regular,91.8,0.0,90.43505,88.86
198703,5.0,01-12-2023,0,0,sports,member of national scouts/ guides,national,Vikram Patel,2024-2025,regular,91.8,0.0,90.43505,88.86
198704,4.0,01-05-2023,9.25,1,others,member of nss,school,Manish Pandey,2024-2025,regular,91.8,0.0,90.43505,88.86
198705,4.0,01-05-2023,0,0,sports,member of national scouts/ guides,national,Rahul Saxena,2024-2025,regular,91.8,0.0,90.43505,88.86
198706,4.0,01-05-2023,6.75,1,others,member of nss,school,Simon Pereira,2024-2025,regular,91.8,0.0,90.43505,88.86
198707,4.0,01-05-2023,7.33,1,sports,badminton player,state,Varun Mehta,2024-2025,regular,91.8,0.0,90.43505,88.86
198708,4.0,01-05-2023,0,0,hobbies,speedcubing,national,Rahul Desai,2024-2025,regular,91.8,0.0,90.43505,88.86
198709,4.0,01-05-2023,0,0,sports,badminton player,state,Rajesh Sharma,2024-2025,regular,91.8,0.0,90.43505,88.86
198710,4.0,01-05-2023,9.21,1,hobbies,speedcubing,national,Anthony Menezes,2024-2025,regular,91.8,0.0,90.43505,88.86
198711,4.0,01-05-2023,10,1,sports,badminton player,state,Meera Saxena,2024-2025,regular,91.8,0.0,90.43505,88.86
198712,4.0,01-05-2023,8.29,1,hobbies,speedcubing,national,Anthony Noronha,2024-2025,regular,91.8,0.0,90.43505,88.86
198713,4.0,01-05-2023,9.63,1,others,project competition,state,Mary Menezes,2024-2025,regular,91.8,0.0,90.43505,88.86
198714,4.0,01-05-2023,8.33,1,sports,"skating, athletics, ",school,Joseph Fernandes,2024-2025,regular,91.8,0.0,90.43505,88.86
198715,4.0,01-05-2023,6.79,1,hobbies,cricket,school,Varun Ghosh,2024-2025,regular,91.8,0.0,90.43505,88.86
198716,4.0,01-05-2023,9.5,1,sports,"skating, athletics, ",school,Mary Noronha,2024-2025,regular,91.8,0.0,90.43505,88.86
198717,4.0,01-05-2023,6.71,1,hobbies,cricket,school,Yusuf Rehman,2024-2025,regular,91.8,0.0,90.43505,88.86
198718,4.0,01-05-2023,0,0,sports,"skating, athletics, ",school,Sanjay Saxena,2024-2025,regular,91.8,0.0,90.43505,88.86
198719,4.0,01-05-2023,7.75,1,hobbies,cricket,school,Mary Machado,2024-2025,regular,91.8,0.0,90.43505,88.86
198720,4.0,01-05-2023,0,0,sports,"skating, athletics, ",school,Francis Pereira,2024-2025,regular,91.8,0.0,90.43505,88.86
198721,4.0,01-05-2023,6.96,1,hobbies,cricket,school,Sneha Patel,2024-2025,regular,91.8,0.0,90.43505,88.86
198722,4.0,01-05-2023,7.04,1,hobbies,playng piano ,national,Nikita Saxena,2024-2025,regular,91.8,0.0,90.43505,88.86
198723,4.0,01-05-2023,7.75,1,others,singing,school,Aarav Bhatt,2024-2025,regular,91.8,0.0,90.43505,88.86
198724,4.0,01-05-2023,9.73,1,sports,cricket,school,Rohit Saxena,2024-2025,regular,91.8,0.0,90.43505,88.86
198725,4.0,01-05-2023,9.21,1,hobbies,cricket ,school,Vikram Saxena,2024-2025,regular,91.8,0.0,90.43505,88.86
198726,4.0,01-05-2023,8.08,1,cultural,"music, guitar playing",school,Deepak Saxena,2024-2025,regular,91.8,0.0,90.43505,88.86
198727,4.0,01-05-2023,6.54,1,sports,nil,school,Ramesh Agarwal,2024-2025,regular,91.8,0.0,90.43505,88.86
198728,4.0,01-05-2023,7.79,1,games,nil,school,Anne Coelho,2024-2025,regular,91.8,0.0,90.43505,88.86
198729,4.0,01-05-2023,8.5,1,cultural,nil,school,Simon Castro,2024-2025,regular,91.8,0.0,90.43505,88.86
198730,4.0,01-05-2023,9.38,1,hobbies,nil,school,Christopher Pinto,2024-2025,regular,91.8,0.0,90.43505,88.86
